name,identifier,DOID:4500,DOID:8454,DOID:0050336,DOID:11249,DOID:8457,DOID:13579,DOID:14026,DOID:11476,DOID:2355,DOID:4195,DOID:13725,DOID:13381,DOID:1920,DOID:10138,DOID:12328,DOID:9970,DOID:11758,DOID:10763,DOID:9352,DOID:8455,DOID:0050810,DOID:9971,DOID:12678,DOID:13724,DOID:10573,DOID:8499,DOID:2018,DOID:9972,DOID:12176,DOID:9452,DOID:10609
flaxseed (raw),FOODON:03309718,0.0001837678280171696,0.0007576889473445952,0.0020348047143840223,0.01165221062294083,3.7410856060682874e-05,6.717400058464533e-05,0.0021986674583326345,0.005322029125397377,0.014804738720165909,0.002502212701788482,6.195022792675642e-05,0.003947357002438575,0.002006377148872673,0.0013955671879788347,7.111445186982076e-05,0.01307554578589615,0.00026183131490061743,0.06218751748835016,0.016144751756311766,0.0045791217734329126,0.0002914121476598303,0.00502007656618416,0.03670605417260189,0.012340907898643635,0.000502528993434149,0.0030266773515389353,0.0023254124660381363,0.0024313987060811783,0.0008278219472134202,0.0035333941934606603,0.0021114842763062017
black olive (raw),FOODON:03301268,0.0002928756292575326,2.3854565598591026e-05,0.0006967479388368198,0.0030395902542447156,1.3006667245760945e-05,1.9909192887876395e-05,0.0038878450228116623,0.005287807648791736,0.009798548908113042,0.0008107915605865886,2.0218823945167592e-05,0.0010782437502525222,0.0008543559569157326,0.0002828141476755512,2.1663375683705437e-05,0.0030306992125811805,0.00011801953871914896,0.020757497638168802,0.005427377632359341,0.008097138895752136,0.00030079258160069857,0.0026998869894285264,0.00843089121299907,0.021822098275427342,0.0008649763378794713,0.0009668718510973495,0.0006679708756656813,0.0042993774807023625,0.0010260814221060475,0.001346541862225491,0.0008456869528354905
mandarin orange,FOODON:00003555,0.00013223757956529734,0.0010262687362947154,0.0007189860499315386,0.0023282831445863477,7.3446890620166845e-06,1.3190604801169396e-05,0.002978034300095353,0.004050385871353491,0.010287632904500394,0.0009633297547749704,1.1819625334304434e-05,0.005346585952974612,0.0014202725220736588,0.0010118187071589482,1.407959529499346e-05,0.011708129056068908,0.00021098251335832245,0.04545418223886581,0.014225029803205329,0.006202293873007137,0.00046010573202801756,0.006799554951588119,0.0486495557443565,0.01671541864013812,9.932404493633175e-05,0.0013183159590196246,0.0008229518670467011,0.0032932623423681737,0.0005452574338251982,0.002329680505186755,0.0009697434671139985
fish (frozen),FOODON:03301083,0.0002413583726477941,0.0012202738143854489,0.001850328699192623,0.00031392260001457465,2.5434913879075866e-05,5.110065942609352e-05,0.0035409996877313714,0.007852456803721744,0.012993053096597772,0.000984116599920879,3.876917302525531e-05,0.006357300582235016,0.0009482595811815923,0.0003159094142450282,5.312199887630441e-05,0.00840937800411337,0.0002454585152848551,0.02084483168992087,0.005566159412893561,0.0073747708905949364,0.0005470837771688722,0.009790913431192103,0.006820459288800516,4.19637775846023e-05,0.0053268178290482885,0.0013863883250409873,0.0008719123873221967,0.015591331372904487,0.0009443278633600682,0.0015656627885028752,0.0053268178290482885
potato (raw),FOODON:03301449,0.0002713328079757943,0.0006026852660769696,0.0016538860180048197,0.002731144770584662,0.00011969505613386416,0.00021176410290910732,0.00174887661590413,0.0053390061362578525,0.01505665251562708,0.0030585662195635826,0.00020082740191743623,0.0031398292315771518,0.0016082895282416238,0.001336923237264347,0.00023192211071481892,0.020254366068151435,0.00014583030864702645,0.0944564789160656,0.0412850716800057,0.0036423511707438473,0.000637303908287961,0.006691226572923727,0.053526855552285875,0.009816275381331088,0.0004451679949950037,0.0022871100189111953,0.0021514074374587807,0.005355563082099125,0.0008558275278273826,0.004868921605301296,0.002491859964275402
sausage (raw),FOODON:00001222,0.0002213180803334041,0.0012634926395442892,0.0008013032050565891,0.00030551333554310284,1.5714417948841618e-05,2.4524383708361303e-05,0.0036664123980488864,0.004986640004494572,0.01205324489762272,0.001170774247952738,2.454383939436919e-05,0.0065824591155959735,0.0006325021017436355,0.0002468964589473073,2.6965601178248727e-05,0.0110138863029371,0.00013751187701128273,0.019454003260096213,0.00500893311028814,0.007635965492945432,0.0005664600170209149,0.0025461146401902657,0.0029176360510436636,0.020579218358504993,0.00011166739137677955,0.0011229081497449384,0.0007887085182637354,0.00405450598124393,0.0009778069610642858,0.001024934315697178,0.0005216272045758724
black or white pepper product,FOODON:00001649,0.0002596695455006598,0.000692289445944158,0.0012135678968056667,0.006751348797148107,0.00010670731298028196,0.00019010170292617606,0.0020088906956858316,0.004549696528366482,0.011030264405057368,0.001820552951839662,0.00018858373151680932,0.0036066430713277402,0.00123839598659762,0.0006941887685404265,0.0002008604849755491,0.012762898908808116,0.00010560504799886046,0.046935991712970734,0.025874629594308547,0.004183877416386485,0.00042168178201962075,0.007686044105588939,0.04098399543709743,0.012431204995571044,0.00018493019988013125,0.0014182568848408478,0.0014935291546049482,0.006151800960655787,0.0005196100248411664,0.002447525460378989,0.0013794460712814865
tamarind pod (raw),FOODON:03309932,0.00020354607637294216,0.0009849818907947882,0.0013263997865866149,0.015147662495997267,2.0530580325065676e-05,4.222745647331925e-05,0.0028582278228119875,0.008390711837617745,0.009396357032800033,0.0017219868152767246,3.2586727036584496e-05,0.005131492517516831,0.0012089628355429127,0.0007777529635280072,4.3649698767446156e-05,0.01127350531263777,0.00017137036482012624,0.03901252372036619,0.007714787369177166,0.005952775262701878,0.00037883050717381844,0.005496456805888736,0.011639344160594424,0.016042956464827535,0.0002878370240160014,0.003652103777744271,0.001747070777935558,0.008752715468247513,0.0005764639028607734,0.0027165342361668192,0.0013893718000517184
egg product analog,FOODON:00001829,0.00020982770919374027,4.725145803213458e-05,0.003256986916354481,0.015615134311660709,2.116417429797857e-05,3.943640844378775e-05,0.0029464355545503165,0.011758409617134301,0.007267883060702926,0.001065237360310437,3.1422354067465124e-05,0.005289855441490139,0.0025761124321045017,0.0008095758650205171,4.089949669559129e-05,0.009296133813562571,0.00026928504060593763,0.03351294974615459,0.013551002101823134,0.006136483782813612,0.0003905215905382677,0.022943526728709647,0.04425261690040947,0.016538057936041607,0.009344106596052676,0.0014514078082061713,0.0009007014040116448,0.02507176466300725,0.00045825070338835656,0.00250729713681426,0.009344106596052676
breakfast cereal,FOODON:03311075,0.0005149064846070181,0.0007191918956796027,0.0020349375702790277,0.002444833565601886,5.4679368267297634e-05,0.00010358032155072614,0.0020869564256797133,0.023924983986483874,0.014154367497699905,0.0022974021600529696,9.95962465309402e-05,0.0037467976475798115,0.001843063673801073,0.0011059179660023754,0.00011719500062685568,0.03159608109987304,0.00037033294405198103,0.06961977443555105,0.02627326296838671,0.0043464633875478585,0.0004380683859344964,0.013085139638241513,0.0417366538937896,0.011713884671457866,0.0031394627724126854,0.0024918587351497852,0.0020540046278513177,0.013235242430862807,0.0006635065136010347,0.004068187631073839,0.0031394627724126854
strawberry (frozen),FOODON:03304356,0.00011059338177982205,0.0009849818907947882,0.0006196899792364253,0.002234616190628767,1.6055793676741307e-05,2.635625189475362e-05,0.0028582278228119875,0.0038874386336841195,0.015553356763372085,0.000975443309067209,2.9095176902251564e-05,0.005131492517516831,0.001580418821352163,0.00098997563660932,2.8792232895605716e-05,0.013300795079805444,0.0002258029784486893,0.04459294354283635,0.019921701234930277,0.005952775262701878,0.0006627293980192439,0.006526008496526016,0.056552979634621754,0.016042956464827535,8.670904272956464e-05,0.0014602557175994826,0.000828107488258871,0.003160774224284221,0.0004928561341019248,0.0023152151200388077,0.0009307306361805987
mullet (raw),FOODON:03308020,0.0003263805636213314,0.00133980115619987,0.0020315707026595346,0.00044853266641927346,2.7926295411159087e-05,5.6601651863313445e-05,0.0001453045318492771,0.006330605770010337,0.013990451894211036,0.000797792146237874,4.7560324103893644e-05,0.0010782437502525222,0.0005502347273063464,0.000259710994464682,6.138063130991163e-05,0.00687280373503587,0.0002417041280450527,0.01658679165063967,0.006336242600111523,0.008097138895752136,0.0009014638969629726,0.010749945611158104,0.010682115414210035,4.6481183538314935e-05,0.005848586278006164,0.0010467962243697916,0.0007738627500766006,0.017118521723448552,0.0009952666497150358,0.0018089119276415168,0.005848586278006164
blueberry (frozen),FOODON:03302120,7.854064108802978e-05,5.1555709557828634e-06,0.0006151256052948297,0.0032558807550136233,2.180364968522391e-06,4.3028767881598715e-06,0.00020661767789098174,0.0017086841813308276,0.005484580061837251,0.0010587451450505489,4.060038013574098e-06,0.007476687854650498,0.0007035677753018952,0.000302395136084381,5.7374926202109845e-06,0.010078790598280993,0.0001561929003530717,0.02044101915922308,0.0025210493867408716,4.3544551524223076e-05,0.0006434137538918736,0.002892004959325117,0.001347340995465526,0.023374910387924823,0.0001005530982063302,0.0015499925509144107,0.0009255739471907163,0.0046053116463344165,0.000404422930445537,0.0012899648777243132,0.0004952888696706355
food (boiled),FOODON:00002688,5.121502288577611e-05,0.0012634926395442892,0.0006277136875213943,0.0002960301352199521,9.042427428028548e-06,1.6239637326951588e-05,0.0036664123980488864,0.004986640004494572,0.00941112880075306,0.0009372414822420309,1.4551753438366689e-05,0.0065824591155959735,0.000790785791463232,0.00023788326172463853,1.733411960615159e-05,0.008873344499272129,0.00013751187701128273,0.017996681535620396,0.0036513817049690584,0.007635965492945432,0.0005664600170209149,0.0030467366122974744,0.0029176360510436636,0.020579218358504993,0.0018655127127630582,0.0012946126847384796,0.000764120363217371,0.004851710768573979,0.0009190427648792265,0.0014530126783307824,0.0018655127127630582
white mushroom,FOODON:00003462,0.0003135725303728676,3.658485889719107e-05,0.005898624474711985,0.0004309310628164764,2.0357064816469427e-05,3.0533987699316534e-05,0.003735275740607654,0.015302088905196102,0.01646415353520028,0.0007664846804347537,3.324672783417079e-05,0.006706092271865464,0.0005209018579440875,0.00034402493006266286,3.344000674538793e-05,0.011397066289860066,0.00023221902123004122,0.020368789851900018,0.01177068454631342,0.007779385831526946,0.0008660880785120086,0.016819329471084363,0.017243353484914955,2.507446054464849e-05,0.020170226739113024,0.0010374728017403456,0.0005318160544498796,0.02678358266536178,0.00039501767367762513,0.0012486757174319382,0.020170226739113024
doughnut,FOODON:03301938,0.00040195236697692694,0.0012634926395442892,0.000961570319224899,0.0003619910938804696,2.0595685384870557e-05,3.380867261237229e-05,0.0036664123980488864,0.004986640004494572,0.015948833941394926,0.0014884554154530525,3.732204846179532e-05,0.0065824591155959735,0.0009818443918701034,0.00027111625264436166,3.693344484769006e-05,0.0110138863029371,0.00013751187701128276,0.019719862187855916,0.01185884745761322,0.007635965492945432,0.0008501209253007346,0.0004243754082006192,0.005755845720534343,2.7763626416370193e-05,0.00017048998852628016,0.001203284869761617,0.0008606108619120461,0.0004988924042137428,0.00035063500478970245,0.0016800640247062867,0.0006567900712521985
pecan nut (raw),FOODON:03315232,0.00025573161229466965,0.0008458265016785342,0.0009280761339268394,0.013007644604773577,3.557441028877368e-05,5.8629055730766584e-05,0.002454425673164984,0.005378774314882881,0.008800026433958368,0.0014347049692858918,4.8151044795642565e-05,0.004406530114963411,0.002393033892219528,0.0008168477112605154,6.70026483532165e-05,0.012407105674630157,0.00011147762542902947,0.037082316326008814,0.015869184282313768,0.005111784412266567,0.00032531043017794246,0.009390667206707068,0.04803818165785229,0.013776454034374925,0.00018342407748755024,0.0016615215368324925,0.0016778277123402133,0.007516157173937111,0.00045384975808647064,0.0029069082979726888,0.0013393618510593452
meat (boneless),FOODON:00003467,9.129552144302325e-05,0.0012872238287863185,0.0019518465156014555,0.00023252240040295662,2.6830394000352254e-05,5.3904284189765e-05,0.003735275740607654,0.008283279861541879,0.01624921197855633,0.0006641952097002855,4.089623390433994e-05,0.006706092271865464,0.0010002856034295932,0.0002495192507677303,5.6036523918016206e-05,0.006603096808337152,0.00023221902123004122,0.020344034440871232,0.005335625389191672,0.007779385831526946,0.000577099390327288,0.01487582961089279,0.009664669072416527,0.02096574164327447,0.005619072342880659,0.0010456999302617643,0.0007764949691095314,0.02368869774411384,0.0009759010423228019,0.0015763494898817865,0.005619072342880659
winged bean,FOODON:03310299,0.0002015935170409243,0.0009755332410491835,0.0007148555653866593,0.0007405738279792179,2.715068239159384e-05,4.995907985166573e-05,0.0028308096602617087,0.002240180914694005,0.009306220465501383,0.0010228709524046234,4.387027024068508e-05,0.005082267576506917,0.0024750189928503916,0.000853532186078165,5.780529144087727e-05,0.009556968177608495,0.00012857261982621076,0.03621579454236407,0.01830270953323239,0.00589567199106083,0.0003751964943978609,0.010830717644331904,0.04872742305631094,0.015889060968944033,0.0001476846929653544,0.0016119402200044889,0.0012062442589525202,0.00866875317050854,0.0004366524224224359,0.0023937678501964686,0.0011392284532610432
bream (raw),FOODON:03309069,0.00031601432225454807,0.001049335995747161,0.0015911318305266357,0.0006420037825178651,1.3621596418898717e-05,2.317341903257042e-05,0.000287279761848947,0.0049581480644472105,0.016573483093899267,0.000907298847896084,2.7122198793647175e-05,0.005466760212406255,0.001248322728686944,0.0010164557201301266,2.609086068090393e-05,0.009801127598622868,0.00031565503679237256,0.03970447250799428,0.01942466209259851,0.006341701726826708,0.0007060290339148229,0.013338753149286267,0.06270430920653332,0.017091128125375308,0.004580629056293522,0.0011180490324987442,0.000694380714790385,0.011672940622411743,0.0009873959517084072,0.002584520326124524,0.004580629056293522
cuttlefish,FOODON:03411644,0.00020765884544086125,0.0010048840334698397,0.0006595699078555331,0.0006722432691254277,2.1636348354754908e-05,4.476495199851731e-05,0.002915980009384174,0.002307581062884941,0.009586215993700941,0.0009980600351960462,3.694625054623561e-05,0.005235177364085099,0.0025494846959546805,0.0008877575719914495,4.9232374775008565e-05,0.008613267186070446,0.000132440974195602,0.03683172867240878,0.013714166846814842,0.0060730546137214335,0.0003864850020167153,0.011156580600066385,0.05019348122751287,0.01636711390515875,0.00017687715762285512,0.001543695392498582,0.0011685246397922697,0.008929569269998763,0.0004551334298444108,0.004249777528485354,0.0011533882507137284
cottonseed,FOODON:03301762,0.00026253003824820655,0.0009026382188989466,0.0006622688832562505,0.00143081280430082,0.00016920673485834784,0.0002610825250923418,0.0026192823394028614,0.002254188506868107,0.013318719104006933,0.0016292949418279142,0.0003077349810504938,0.004702503984684602,0.002290077509859972,0.0006023223003473511,0.00029116756391677894,0.008842840377876493,7.632736555837584e-05,0.0385145796309575,0.016376297140901355,0.005455128171234967,0.0005498077356144279,0.010021411134450781,0.038223695300744,0.014701778565289631,0.00014786651076189388,0.0014658381043638979,0.0017198266319169819,0.008020995689995074,0.000442767932767782,0.002314665106037414,0.001453707898048695
wheat flour,FOODON:03301116,0.0003746010274935372,0.0008822350032218398,0.0009593321146608633,0.0014919770196915347,1.5466290955856136e-05,2.5029534584599224e-05,0.0025600761354430254,0.0034819263862258627,0.011136289301017272,0.001142486360771776,2.606015778359702e-05,0.004596208681635046,0.0013202016290393558,0.0009226799362341983,2.670465732944596e-05,0.006255137200074124,0.00020934000425207945,0.04428976144353526,0.01399848818736556,0.00533182056660048,0.0009329111681152572,0.0033813272058437634,0.04593629987524867,0.004149964716380752,0.0005695713865484009,0.0018120699686894571,0.0011652089117694623,0.0010447374896419808,0.0010073231997651318,0.0025293622345306816,0.0013857442296498575
caper food product,FOODON:00001681,0.00023063636040575363,0.0011160747601061886,0.0005507017373123377,0.017163689956521094,4.7187161065171624e-05,8.408914688217336e-05,0.0032386340921452825,0.007097335258750018,0.010646933734784036,0.0009108740820402343,8.055343136313992e-05,0.005814451345753212,0.0006556385639275544,0.0003092418347793054,8.939323124275392e-05,0.004142453147466566,5.85369645987705e-05,0.018888469166895974,0.009954059437473666,0.006745039970151304,0.00042924968607672834,0.006227989335028655,0.0048027222068742674,0.018178140080756862,0.0001842698969510001,0.001490619781524527,0.0011978134533663265,0.009917628849622459,0.00031170779261590253,0.00181024172206654,0.0007208138297842637
soybean milk,FOODON:03305289,0.00018367346005510266,0.0008458265016785342,0.0038759482170751813,0.014749978917986574,0.00013291345367763742,0.00026682743457300266,0.002454425673164984,0.09174174915679272,0.011489805076253598,0.0012295728762530458,0.0002850423727077646,0.004406530114963411,0.0014494492811526326,0.0007013947303243276,0.0002954133527611419,0.01962162637170767,0.00018956063275961046,0.0399554238137822,0.02286662581349877,0.005111784412266567,0.00032531043017794246,0.026601402841369824,0.05029212011566735,0.013776454034374925,0.01325372630562052,0.0013467086311542249,0.0011815864003493365,0.03130837723151999,0.00039547729076381904,0.0016509439338188937,0.01325372630562052
wheat bread,FOODON:03302200,0.00024325204586373808,0.0007538862004524704,0.0010575698871200796,0.0016443154994572858,4.8475159622912184e-05,8.980628738349592e-05,0.0021876326189393816,0.018338175856432642,0.011123834920774192,0.0018279439396752166,8.83807943709855e-05,0.003927545707017497,0.0010901452992701996,0.0008140857743628106,0.00010571263712713891,0.02112909770601145,0.00011500130306895301,0.044273946734066115,0.01973218039306523,0.004556139728949342,0.00045920110195128054,0.008369913222308383,0.03773216602113117,0.0122789704118662,0.0002897218081084287,0.001858157098128576,0.0016556130273746878,0.006699160126359552,0.0004284952733303649,0.0031984318383376444,0.0016637491789486091
greater burdock root,FOODON:00003035,0.00018098025761479304,0.0008757834074646082,0.0006535141637272359,0.013468340484071098,8.251315717209305e-05,0.00011778912779353971,0.002541354846587679,0.010171887034479007,0.009424059562835095,0.0018990524544927976,0.00011955525995043108,0.004562597591254935,0.002221944343759021,0.0011918252616219627,0.00013337854714093843,0.014180347805124893,0.00011542586388645003,0.03986283068120528,0.020777533790318277,0.0052928301039457705,0.0008307093123004758,0.00580251272804495,0.04608571520024494,0.014264379081361451,0.00021624798236972304,0.0018343904696419072,0.0011266588277550912,0.0028103599124409263,0.0007222810764712379,0.00446406696544313,0.001106823205355484
pork chop (raw),FOODON:03311076,0.00031357253037286756,0.0012872238287863185,0.0019518465156014558,0.0004309310628164764,2.8102177696437476e-05,6.336295259553409e-05,0.003735275740607654,0.008283279861541879,0.020594515156888128,0.0007664846804347537,5.268900781223482e-05,0.006706092271865464,0.0010002856034295932,0.0002495192507677303,6.802716525070608e-05,0.006603096808337152,0.00023221902123004122,0.01955926572630407,0.007547717974961577,0.007779385831526946,0.0008660880785120086,0.010328089421931608,0.013353440152776496,5.2033552593745076e-05,0.005619072342880659,0.0010057171824766908,0.0007434943368268817,0.016446745827954794,0.000956209764099056,0.00173792545756588,0.005619072342880659
red bell pepper (raw),FOODON:03315874,0.0003618828640409954,0.0006151784765123931,0.0018062456287011737,0.00599934679311631,0.00013853591193529238,0.0001968277619308529,0.0017851295074511604,0.004836002217180814,0.011711156485279609,0.0034921756360139777,0.00018663886860613554,0.0032049155204401983,0.0016157837525225575,0.001122235977656065,0.00021685765215210458,0.015280455422508039,9.384218251566046e-05,0.07621694250054566,0.03325654946321332,0.0037178543599158927,0.0002366016841909232,0.006829930646761094,0.04699323308651394,0.01104654966963848,0.0007535361256624007,0.001886023808632571,0.0019849883871740207,0.0054665798604258495,0.0006880651905168698,0.0030622153314226316,0.001988521559900355
jackfruit (raw),FOODON:00003087,0.00019272459189157058,0.0009326155350506556,0.001042998584341409,0.0021158132892925394,1.9439076325871985e-05,3.905456977793838e-05,0.0027062707397773177,0.003680763773641034,0.010370914236268543,0.0010385993859796637,2.9630016327629786e-05,0.0048586777935285454,0.0023661327622164826,0.0007353684689083229,4.059941368973437e-05,0.012593661097609206,0.0001283465541737052,0.0463967766215829,0.010594963323182315,0.0056362972137298465,0.00035869006267347654,0.010354229979890474,0.031249378617654693,0.015190036047430928,0.0001475830535137191,0.0019294367042070367,0.001206380359962077,0.008287379185194047,0.0006631564675313654,0.002245978631875241,0.0011674136435190052
"artichoke (whole, raw)",FOODON:03301773,0.00023063636040575363,0.0011160747601061886,0.0005455375919500671,0.017163689956521094,6.956703487231896e-05,0.0001469116799830548,0.0032386340921452825,0.007097335258750018,0.010646933734784036,0.0006343723876622038,0.00015443808745960332,0.005814451345753212,0.0006706160033945457,0.0002847204171104731,0.00015509361788809242,0.003957015050418781,5.85369645987705e-05,0.01638739363582121,0.0030296322179250825,0.006745039970151304,0.00042924968607672834,0.006227989335028655,0.004802722206874269,0.018178140080756862,0.00018881366325393552,0.0011473228706695999,0.0008143133973881843,0.009917628849622459,0.00027916682920897353,0.0012028976443013842,0.0004617399868001217
sauce,FOODON:03311146,0.000343902816986979,2.5958881916932655e-05,0.0011987952498324654,0.002977861435481376,1.5466800346199986e-05,1.3504857393004852e-05,0.0031829035807883492,0.003916483656224861,0.008770132319529056,0.0012946715004181753,1.4093731387106585e-05,0.006838254255230711,0.0014330246045356767,0.0002822170251302874,1.5253330806187335e-05,0.008668930578707112,0.00010070650792766252,0.026252310116004103,0.003768539715575895,0.006616680272736783,2.149111605158138e-05,0.002255403146279854,0.007920300000063338,0.0012701557922461476,0.0008474101650964864,0.0017786988398914216,0.0012879000030902718,0.003591568660091713,0.001420097863058354,0.0015867424582133938,0.0007514369036144305
lobster,FOODON:03411505,0.000435187748854852,0.0009171985439249642,0.002861570603868098,0.0011075631415885306,3.247986497904238e-05,5.616115041723751e-05,0.002661533599540211,0.00598081887624279,0.01353356141294564,0.0011401241126534566,5.423189160820889e-05,0.0047783593883441895,0.002327018415064505,0.0007395687451653241,6.790060062837161e-05,0.016852570669732107,0.00012088426588763772,0.04259623009191316,0.026432249589437774,0.00554312404551631,0.0005586766037442638,0.02072503068533238,0.0578859531576012,0.014938930804015213,0.008440589723631372,0.0015417247738534476,0.0012970402815744226,0.022647481275232896,0.0004781734192986268,0.003878944864585502,0.008440589723631372
hyacinth bean,FOODON:03309749,0.00020354607637294216,0.0009849818907947882,0.0007079954179140413,0.0007477467488156327,2.7413653736369763e-05,2.8313973130636814e-05,0.0028582278228119875,0.0022618784683385807,0.009396357032800033,0.0010302437131753028,3.0611688780674906e-05,0.005131492517516831,0.00249899110019961,0.0008617991792809585,3.5103112125508354e-05,0.00964953339336987,0.0001298179260858991,0.03630240211663018,0.018479982725470367,0.005952775262701878,0.00037883050717381844,0.006526008496526016,0.043354701748847355,0.016042956464827535,0.00014298603303137037,0.0015205883374076793,0.001132552848904989,0.003160774224284221,0.0004408816743089243,0.0023180269329884794,0.0011359904314282862
maitake mushroom,FOODON:03413726,0.0003249381808739422,2.0994542458677935e-05,0.0034051628434007934,0.00043097521446931297,1.2508951564527147e-05,1.7380822085187745e-05,0.003080483013441058,0.0069222537554725315,0.006891094890295652,0.001066944084854654,1.6682462916925005e-05,0.005530516289726249,0.0026933121193018546,0.0007991932520844352,1.88907801112458e-05,0.011970203100000833,0.00011179188306242165,0.030611419487861724,0.014675089006547308,0.006415661807372832,0.0004082882872416051,0.013359694328987159,0.03585552437426694,0.004993560792276347,0.00976921473828599,0.0014029510990667621,0.0008492809709697071,0.012144552660990795,0.0004264311344706338,0.0021959839245756386,0.00976921473828599
beef (raw),FOODON:03309737,9.129552144302325e-05,0.0012872238287863185,0.0019518465156014558,0.00023252240040295662,2.6830394000352257e-05,5.3904284189765e-05,0.003735275740607654,0.008283279861541879,0.01624921197855633,0.0006641952097002854,4.089623390433994e-05,0.006706092271865464,0.0010002856034295932,0.0002495192507677303,5.60365239180162e-05,0.00660309680833715,0.0002322190212300412,0.020344034440871232,0.005335625389191671,0.007779385831526946,0.000577099390327288,0.01487582961089279,0.009664669072416527,0.02096574164327447,0.005619072342880659,0.0010456999302617643,0.0007764949691095314,0.02368869774411384,0.000975901042322802,0.0015763494898817865,0.005619072342880659
ricotta cheese,FOODON:03302908,0.00029852264916369693,0.0012872238287863185,0.0019518465156014558,0.0004419588200132435,2.276802335901609e-05,4.24982001936115e-05,0.003735275740607654,0.008283279861541879,0.007539125473058753,0.0012356735089944794,3.509445170387922e-05,0.00029170793600124455,0.0014416787589818674,0.0003451097528372062,4.340976491687474e-05,0.004865891562812342,0.00020175855998399555,0.02725006117915387,0.006758474866250959,0.007779385831526946,0.000577099390327288,0.010328089421931608,0.01635153797070227,3.489945219297827e-05,0.005619072342880659,0.0016609462538221711,0.001284061545696201,0.016446745827954794,0.0012873085093869222,0.0019304822890191232,0.005619072342880659
pomegranate (raw),FOODON:00003066,0.00026652776278847693,0.0007777662626467955,0.002222433908937632,0.013436753156487574,0.00016099114222928773,0.00030609119735768134,0.0022569279621453622,0.0066255152991942816,0.015056217597416923,0.00669801456861153,0.0003347536649952023,0.0040519544515977,0.003791663271953548,0.0009549854972926655,0.0003721130740074163,0.010715190933146048,0.0002164537883307735,0.06731710755235235,0.01296823890147309,0.0047004597868414285,0.000299134015046127,0.0015673079573184632,0.007192371331410515,0.012667918474507028,0.000460872426063589,0.005661238843499702,0.0029061366524206333,0.002495826145096139,0.0015519029869694554,0.003576159064425188,0.0023222574315049315
acorn squash (raw),FOODON:03315223,0.00022475858358818521,5.061376698333593e-05,0.0006648405752288735,0.000364428856660824,2.2670169999497123e-05,4.2242615799835975e-05,0.003156097373503397,0.0028935025473776433,0.0075516525990432645,0.0008000177139789265,3.3658299089034716e-05,0.005666269821960421,0.0027594228790302974,0.0006885150839191041,4.3809814166550496e-05,0.006040697987879399,9.19704586028487e-05,0.028081259136751094,0.010276045239608999,0.006573142358255333,0.00041831024075539405,0.012075273018275847,0.03644353845650657,0.017714869457836825,0.00012302180740857358,0.001357534398181281,0.0008152327472637713,0.009664877683956283,0.000430337093810783,0.0017172271727167396,0.00085484600694429
lamb (raw),FOODON:03309498,9.502453454467364e-05,0.00133980115619987,0.0020315707026595346,0.00022951524999047996,2.7926295411159087e-05,5.61060327399846e-05,0.0038878450228116623,0.008621614739749497,0.014265738849894946,0.0006550764010254151,4.2566661868680074e-05,0.00698000610189128,0.0010411427896488438,0.00025971099446468195,5.832536490997699e-05,0.00687280373503587,0.0002417041280450527,0.01878705301535245,0.004363177041270018,0.008097138895752136,0.000600671315362274,0.010749945611158104,0.007488531781329061,4.607418192832344e-05,0.005848586278006164,0.001046796224369792,0.0007738627500766006,0.017118521723448552,0.0009952666497150358,0.0016122415128738785,0.005848586278006164
apricot (raw),FOODON:03301701,0.00020551577019436561,0.0007428661196506187,0.0015708502239971008,0.012833815450023048,4.971158291952355e-05,8.722542257562832e-05,0.0021556544659886985,0.01062062726703242,0.013282740614652237,0.004078410693485313,8.237596650671197e-05,0.0038701340300053397,0.0025336189203850217,0.0010323588503800146,9.26329674746152e-05,0.015626289466463276,0.00017974953364503413,0.060506061675622023,0.027764955535190275,0.004489539454362257,0.0007855368432510991,0.008247564358568781,0.06617004016050272,0.012099480130679068,0.0002727423970085988,0.0021880587373904106,0.0016154854598336133,0.006601233826803044,0.0007626393742281977,0.0031445878031180685,0.001892776151731357
strawberry (raw),FOODON:03301722,0.00014306131082534722,0.000692289445944158,0.0011571723041494976,0.0015705884737230538,0.00012170479533701375,0.00021313455469477852,0.0020088906956858316,0.0032132309427132986,0.01353369985096271,0.002574088421242248,0.00022413191581337866,0.0036066430713277402,0.0026018953363883303,0.0009020684749579873,0.00023694929310875734,0.013342720216282133,0.00017863220330971183,0.056332908319480735,0.021604882910362434,0.004183877416386485,0.00046579594209131975,0.007686044105588939,0.05677584459696625,0.01127570927560902,0.00030291551161054013,0.0020794641413016844,0.002185031331058044,0.006151800960655787,0.0006566419964375873,0.0028389645133704688,0.0013962041768326567
naan,FOODON:00002532,0.00037429749452245315,0.0012412253998775715,0.0009619939034438013,0.0003711380418100445,2.5871620597141927e-05,4.845608729128985e-05,0.0036017971553246974,0.0027690021500554043,0.007146495683481631,0.0014727530151772152,3.8088108679139566e-05,0.00646645274552625,0.000964540797290336,0.0002663382188147765,5.142553092032096e-05,0.010819782405301466,0.0001350884280519482,0.018358467999560462,0.0061166217668753055,0.00010695059599741526,0.0005564769743296911,0.003596821830707896,0.003451360213640327,3.979205929138064e-05,0.00017520890910225172,0.0015395598856001046,0.00096150670111819,0.0057276822480326825,0.0009483478342047702,0.001553417950574142,0.0006632001632423025
